ID,TRICHYEU,NGAYKY,CV_KHAN,ID_LOAICV
628608,Góp ý quy trình đo đạc lập bản đồ địa chính khu đất (thửa đất),2017-04-25T00:00:00,Thường,8
628609,VV đăng ký tài khoản người dùng trên phần mềm Quản lý đất đai,2017-04-20T00:00:00,Thường,8
628745,"V/v phê duyệt điều chỉnh, bổ sung Đề án "" cấp nước sạch nông thôn tỉnh Đồng Nai năm 2015 và giai đoạn 2016 - 2020"".",2017-01-23T00:00:00,Thường,16
628746,"V/v duyệt dự án Hệ thống thoát nước và xử lý nước thải thành phố Biên Hòa, giai đoạn 1.",2017-01-20T00:00:00,Thường,16
628747,V/v xin cấp Quyết định chủ trương đầu tư dự án xây dựng Trang trại Dolico Tân An 3 Chăn nuôi heo nái sinh sản của Công ty Cổ phần Nông súc sản Đồng Nai tại huyện Vĩnh Cửu.,2017-01-20T00:00:00,Thường,8
628748,V/v chấp thuận chủ trương điều chỉnh dự án Khu liên hợp xử lý chất thải tại huyện Xuân Lộc của Công ty TNHH Cù Lao Xanh.,2017-01-20T00:00:00,Thường,8
628749,"V/v duyệt Báo cáo nghiên cứu khả thi đầu tư xây dựng chống ngập úng khu vực suối Chùa, suối Bà Lúa và suối Cầu Quan, Tp Biên Hòa.",2017-01-20T00:00:00,Thường,16
628750,V/v ủy quyền Ban quản lý các khu công nghiệp Đồng Nai tổ chức thực hiện thẩm định và phê duyệt Báo cáo đánh giá tác động môi trường.,2017-01-20T00:00:00,Thường,16
628751,"V/v phê duyệt Báo cáo kinh tế kỹ thuật công trình sửa chữa, nâng cấp hệ thống thoát nước của Trung tâm bảo trợ người già, người khuyết tật và người tâm thần tỉnh Đồng Nai.",2017-01-20T00:00:00,Thường,16
628752,"V/v củng cố hồ sơ đề xuất xử lý đối với các công trình xây dựng không phép của DNTN Minh Đức tại xã Hóa An, Tp Biên Hòa.",2017-01-20T00:00:00,Thường,8
628753,"V/v phê duyệt giá đất để tính tiền thuê đất cho Công ty Cổ phần Amata (VN) thuộc dự án xây dựng và kinh doanh hạ tầng kỹ thuật Khu công nghiệp Amata - giai đoạn 3 mở rộng tại phường Long Bình, Tp Biên Hòa.",2017-01-20T00:00:00,Thường,16
628909,"V/v đề xuất xử lý bòi thường, hỗ trợ dự án Cụm dịch vụ kho ngoại quan và bãi đậu xe Container tại xã Tam Phước",2017-01-19T00:00:00,Thường,8
628910,"V/v địa điểm đầu tư dự án điểm du lịch Sinh Thái tại xã Đại Phước và xã Phú Hữu, huyện Nhơn Trạch",2017-01-19T00:00:00,Thường,8
628911,V/v đề xuất xử lý vướng mắc trong việc thực hiện dự án mở rộng kết nối giữa đường Hương lộ 10 với ĐT 769 và đầu tư xây dựng các tuyến đườn cao tốc TP.HCM - LT- DG,2017-01-19T00:00:00,Thường,8
628912,"V/v đề xuất xử lý bồ thường, hỗ trợ dự án Trường Mầm non Xuân An tại TX Long Khánh",2017-01-19T00:00:00,Thường,8
628913,V/v đặt mua báo và đăng báo chuyên trang tuyên truyền về tài nguyên và môi trường hàng năm,2017-01-19T00:00:00,Thường,8
628914,"V/v đề xuất xử lý tình hình chuyển nhượng trái phép trên khu đất Công ty TNHH Cự Hùng thuộc phường Tân Hiệp, Tp Biên Hòa",2017-01-19T00:00:00,Thường,8
628915,V/v giải trình bổ sung một số nội dung tại Văn bản số 249/STNMT-TTR ngày 18/1/2017 của Sở TNMT,2017-01-19T00:00:00,Thường,8
628916,V/v đề xuất xử lý tình hình thực hiện mộ số dự án thoát nước ngoài hàng rào các khu công nghiệp,2017-01-19T00:00:00,Thường,8
628917,"V/v sử dụng đất của Công ty TNHH Thương mại Thái Phong tại xã Phước Thiền, huyện Nhơn Trạch",2017-01-19T00:00:00,Thường,8
628918,V/v sử dụng nước đất phục vụ tưới cây KCN Bàu Xéo  của Công ty CP Thống Nhất,2017-01-19T00:00:00,Thường,8
628919,"V/v gia hạn thời gian thực hiện nhiệm vụ "" Rà soát, đóng cửa các bãi rác tạm trên địa bàn tỉnh",2017-01-19T00:00:00,Thường,8
628920,V/v xử lý nội dung kiến nghị của UBND huyện Vĩnh Cửu,2017-01-19T00:00:00,Thường,8
629123,Bồi thường bổ sung dự án khu liên hiệp xử lý chất thải rắn sinh hoạt..,2017-01-18T00:00:00,Thường,8
629124,Góp ý quy chế phối hợp thực hiện cập nhật thông in giữa hs quy hoạch chuyên ngành..,2017-01-18T00:00:00,Thường,8
629125,Đăng kí nhu cầu SDD tại xã Suối Cao,2017-01-18T00:00:00,Thường,8
629126,Thủ tục giao đất xây dựng nghĩa trang Long Thọ,2017-01-18T00:00:00,Thường,8
629127,Thỏa thuận địa điểm cho công ty CP Đầu tư xây dựng kỹ thuật cao Quang Long,2017-01-18T00:00:00,Thường,8
629128,Địa điểm đầu tư cụm công nghiệp Vĩnh Tân//.,2017-01-18T00:00:00,Thường,8
629129,Xác định đơn giá thuê đất tại xã Bình Minh,2017-01-18T00:00:00,Thường,8
629130,Thu hồi GCN do sở TNMT cấp cho ông Nguyễn Háo Văn,2017-01-18T00:00:00,Thường,8
629131,Góp ý dự thảo Thông tư dẫn cơ chế tài chính của đơn vị sự nghiệp..,2017-01-18T00:00:00,Thường,8
629132,Báo cáo công tác đảm bảo an toàn thực phẩm 2016,2017-01-18T00:00:00,Thường,8
629133,Phối hợp xử lý kiến nghị đầu tư các loại hình công nghiệp cò nguy cơ gây ô nhiễm môi trường,2017-01-18T00:00:00,Thường,8
629134,Triển khai Thông tư 328/2016..,2017-01-18T00:00:00,Thường,8
629135,giải trình cv số 6027/STNMT-CCBVMT,2017-01-18T00:00:00,Thường,8
629136,Thực hiện phân cấp mua sắm trang thiết bị tài sản và xây dựng..,2017-01-18T00:00:00,Thường,8
629137,"Xem xét tham mưu trình phê duyệt dự án nâng cấp, mở rộng đường ĐT 768...",2017-01-18T00:00:00,Thường,8
629138,GXN Đăng ký kế hoạch BVMT..,2017-01-18T00:00:00,Thường,8
629139,Triển khai thực hiện dự án đầu tư  xây dựng đường Phước Bình,2017-01-18T00:00:00,Thường,8
629140,Điều chỉnh chương trình giám sát  môi trường của công ty Siêu thị Coopmart BH,2017-01-18T00:00:00,Thường,8
628611,Cung cấp số liệu về mức độ sẵn sàng ứng dụng và phát triển CNTT -TT năm 2017 (VĂN BẢN ĐIỆN TỬ - KHÔNG GỮI VĂN BẢN GIẤY),2017-04-25T00:00:00,Thường,8
628612,Quyết định nâng bậc lương thường xuyên đối với công chức,2017-04-20T00:00:00,Thường,16
628613,"Thông báo viếng nghĩa trang liêt sĩ tỉnh nhân kỷ niệm 42 năm ngày giải phóng hoàn toàn miền Nam, thống nhất đất nước (30/4/1975 -30/4/2017)",2017-04-25T00:00:00,Thường,18
628614,Hội nghị tổng kết Dự án tổng thể xây dựng hệ thống HSĐC và CSDL QLĐĐ giai đoạn 2009 - 2010 định hướng 2015,2017-04-25T00:00:00,Thường,8
628615,Triển khai thực hiện NĐ 25/2017/NĐ-CP và Thông tư 18/2017/TT-BTC,2017-04-25T00:00:00,Thường,8
628616,Công khai thông tin kết quả quan trắc mực nước dưới đất,2017-04-25T00:00:00,Thường,8
628617,"Xét duyệt, thẩm định quyết toán NSNN hàng năm và chế độ báo cáo tình hình chấp hành ngân sách nhà nước",2017-04-25T00:00:00,Thường,8
628618,Báo cáo tuần suất các thủ tục hành chính đã triển khai thực hiện các dịch vụ công trực tuyến mức độ  3 và 4 (VĂN BẢN ĐIỆN TỬ KHÔNG GỬI VĂN BẢN GIẤY),2017-04-20T00:00:00,Thường,8
628619,Cung cấp tài khoản truy cập dữ liệu quan trắc nước thải tự động (VĂN BẢN ĐIỆN TỬ - KHÔNG GỬI VĂN BẢN GIẦY),2017-04-20T00:00:00,Thường,8
628620,"Giấy mời thống nhất nội dung trình HĐND tỉnh quy định về phí, lệ phí thuộc lĩnh vực Tài nguyên và Môi trường (14h ngày 28/4/2017 (thứ 6))",2017-04-21T00:00:00,Thường,10
628610,"Vv tổng hợp, báo cáo tình hình thực hiện đo đạc lập bản đồ đại chính, đăng ký, cấp giấy chứng nhận, lập HSĐC và xây dựng CSDL",2017-04-25T00:00:00,Thường,8
628754,"V/v phê duyệt đơn giá thu tiền thuê đất để sản xuất kinh doanh tại phường An Bình, Tp Biên Hòa của Công ty Cổ phần ô tô Quốc Tuấn.",2017-01-20T00:00:00,Thường,16
628755,"V/v duyệt điều chỉnh Tiểu dự án Trạm xử lý nước thải số 1 thành phố Biên Hòa, giai đoạn 1, công suất 9.500m3/ngày.",2017-01-20T00:00:00,Thường,16
628756,"V/v xử lý đơn phản ánh của ông Nguyễn Văn Loan và các công dân ngụ tại phường Bình Đa, Tp Biên Hòa.",2017-01-23T00:00:00,Thường,8
628757,V/v Công ty Cổ phần Đồng Nai đề nghị gia hạn sử dụng đất tại phường Tân Hòa.,2017-01-23T00:00:00,Thường,8
628758,V/v duyệt điều chỉnh dự án nâng cấp mở rộng đường Hố Nai 4 - Trị An (ĐT 767) huyện Vĩnh Cửu.,2017-01-23T00:00:00,Thường,16
628759,"V/v thành lập Cụm công nghiệp Hố Nai 3, xã Hố Nai 3, huyện Trảng Bom, tỉnh Đồng Nai.",2017-01-23T00:00:00,Thường,16
628760,V/v rà soát sử dụng đất các doanh nghiệp cổ phần hóa trên địa bàn tỉnh.,2017-01-23T00:00:00,Thường,8
628761,TB kết luận của Phó Chủ tịch UBND tỉnh Võ Văn Chánh tại buổi làm việc với Sở Tài nguyên và Môi trường về công tác quản lý nhà nước về tài nguyên và môi trường.,2017-01-23T00:00:00,Thường,8
628762,"V/v địa điểm đầu tư dự án khu xử lý rác thải sinh hoạt và rác thải công nghiệp tại xã Vĩnh Tân, huyện Vĩnh Cửu.",2017-01-24T00:00:00,Thường,8
628763,"V/v gia hạn thời hiệu văn bản thỏa thuận địa điểm đầu tư dự án khu dân cư tại phường Tân Tiến, thành phố Biên Hòa của Công ty CP Đồng Tiến.",2017-01-24T00:00:00,Thường,8
628764,V/v báo cáo việc thực hiện Chỉ thị 13/CT-TTg của Thủ tướng Chính phủ ngày 09/5/2016 trên địa bàn tỉnh Đồng Nai quý 4/2016.,2017-01-23T00:00:00,Thường,8
628921,V/v chuyển nhượng quyền khai thác khoáng sản mõ đá SOKLU 1 huyện Thồng Nhất,2017-01-19T00:00:00,Thường,8
628922,V/v xử lý kiến nghị của UBND huyện Long Thành về tình hình thực hiện các khu TĐC Lộc An - Bình Sơn và Bình Sơn phục vụ tái định cư Dự án Cảng HKQT Long Thành và xin chủ trương thực hiện đầu tư xây dựng lại các công trình trong các Khu TĐC.,2017-01-18T00:00:00,Thường,8
628923,V/v gia hạn thờn gian tham mưu xử lý nội dung đề xuất của UBND thành phố Biên Hòa.,2017-01-18T00:00:00,Thường,8
628924,V/v chuyển Báo cáo số 696/UBND-KT ngày 22/12/2016 của UBND huyện Xuân Lộc.,2017-01-18T00:00:00,Thường,8
628925,V/v Công ty Xăng dầu Đồng Nai đề nghị đầu tư dự án.,2017-01-18T00:00:00,Thường,8
628926,"V/v công nhận mức độ hoàn thành công vụ năm 2016 đối với các Sở, ban, ngành, đơn vị sự nghiệp và UBND cấp huyện.",2017-01-16T00:00:00,Thường,16
628927,Kế hoạch Công tác pháp chế năm 2017 trên địa bàn tỉnh Đồng Nai.,2017-01-17T00:00:00,Thường,24
628928,V/v tuyên truyền các ngày lễ lớn trong năm 2017.,2017-01-13T00:00:00,Thường,8
628929,V/v triển khai thực hiện Nghị quyết số 113/NQ-CP ngày 31/12/2016 của Chính phủ.,2017-01-18T00:00:00,Thường,8
628930,"V/v nắm tình hình và báo cáo việc sử dụng tài sản công, tặng quà và nhận quà tặng không đúng quy định trong dịp Tết Đinh Dậu năm 2017.",2017-01-17T00:00:00,Thường,8
628931,Kế hoạch hỗ trợ pháp lý cho doanh nghiệp năm 2017 trên địa bàn tỉnh Đồng Nai.,2017-01-16T00:00:00,Thường,24
628932,"V/v sửa đổi, bổ sung Điều 2 Quyết định số 4508/QĐ-UBND ngày 28/12/2016 của UBND tỉnh ĐN về việc hỗ trợ trong dịp Tết Nguyên đán Đinh Dậu năm 2017",2017-01-19T00:00:00,Thường,16
629141,Phát triển du lịch sinh thái rừng phòng hộ cảnh quan trung tâm Lâm nghiệp BH,2017-01-18T00:00:00,Thường,8
629142,"Phối hợp trong kiểm tra, xử lý tại công ty TNHH Chin Well",2017-01-18T00:00:00,Thường,8
629143,Trả lời vb 222/CW/2016,2017-01-18T00:00:00,Thường,8
629144,Đề nghị cho phép thành lập trường cao đẳng nghề Hòa Bình,2017-01-18T00:00:00,Thường,8
629145,Tình hình thực hiện dự án quản lý ô nhiễm các KCN thuộc lưu vực sông ĐN..,2017-01-18T00:00:00,Thường,8
629146,Lấy ý kiến góp ý kế hoạch điều chỉnh chi tiền dịch vụ môi trường rừng..,2017-01-18T00:00:00,Thường,8
629147,Xin phép xây dựng có thời hạn đối với cơng trình nhà kho..,2017-01-18T00:00:00,Thường,8
629148,Tranh chấp về chia tài sản chung của vợ chồng trong thời kì hôn nhân chị Đặng Thị Kim Thanh,2017-01-18T00:00:00,Thường,8
629149,Xin gia hạn QĐ số 3185/QĐ.CT,2017-01-18T00:00:00,Thường,8
629150,"Xem xét, cấp lại GCNQSDD , QSHNO và TSKGLVĐ cho BB 539258",2017-01-18T00:00:00,Thường,8
629151,Khiếu kiện QĐ hành chính trong QLDD giữa bà Mai Hoàng Lợi và bà Nguyễn Anh Đào,2017-01-18T00:00:00,Thường,8
629152,Khiếu kiện QĐ hành chính trong QLDD giữa bà Mai Hoàng Lợi ...,2017-01-18T00:00:00,Thường,8
629153,Xin hoãn thời gian xem xét xử lý vi phạm hành chính về BVMT..,2017-01-18T00:00:00,Thường,8
629154,"Đề nghị giải phóng mặt bằng, giao đất đất đợt 2..",2017-01-18T00:00:00,Thường,8
629155,Phê duyệt phương án tái sử dụng nước,2017-01-18T00:00:00,Thường,8
629156,"Quyết định v/v phê duyệt kết quả đo đạc chỉnh lí biến động BĐĐC, đăng ký đát đai..xã Bình Minh...",2017-01-18T00:00:00,Thường,16
629157,Thông báo v/v thay đổi mẫu con dấu...,2017-01-18T00:00:00,Thường,18
629158,"Xử phạt VPHC công ty TNHH gỗ Duy Anh của ông Ngô Văn Hòa, xã Tam Phước",2017-01-13T00:00:00,Thường,16
628622,"Chuẩn bị nội dung làm việc với Cục kiểm soát Quản lý và sử dụng đất đai về điều tra, thu thập thông tin xây dựng Đề án",2017-04-20T00:00:00,Thường,8
628623,Ủy quyền điều hành giải quyết công việc cơ quan trong thời gian Giám đốc sở đi nước ngoài,2017-04-20T00:00:00,Thường,8
628624,Góp ý dự thảo chương trình công tác quý II năm 2017 của UBND tỉnh,2017-04-20T00:00:00,Thường,8
628625,Cài đặt và hướng dẫn sử dụng phần mềm tra cứu thông tin quy hoạch SDĐ..,2017-04-21T00:00:00,Thường,8
628626,V/v đăng ký tài khoản sử dụng phần mền tra cứu thông tin quy hoạch sử dụng đất,2017-04-18T00:00:00,Thường,8
905801,Thông báo v/v chuyển đổi chức danh Tổng Giám đốc và Phó Tổng Giám đốc,2017-06-01T00:00:00,Thường,6
628628,Quyết định nghỉ hưu để hưởng chế độ bảo hiểm xã hội,2017-04-11T00:00:00,Thường,16
628629,"V/v điều chỉnh lại vị trí phân đoạn đường Điện Biên Phủ thuộc dự án đường 30 tháng 4 nối dài đoạn từ đường 3/2 đến đường Nam Kỳ Khởi Nghĩa thị trấn Trảng Bom, huyện Trảng Bom.",2017-04-18T00:00:00,Thường,16
628630,"Bàn giao bản đồ địa chính và các tài liệu kèm theo phục vụ đăng ký đất đai trên địa bàn xã Tân An, huyện Vĩnh Cửu",2017-04-24T00:00:00,Thường,8
628631,"Tổng hợp, báo cáo tình hình thực hiện đo đạc lập bản đồ địa chính, đăng ký , cấp GCN, lập HSĐC và xây dựng CSDL đất đai",2017-04-20T00:00:00,Thường,8
628621,Thông báo lịch làm việc của Lãnh đạo sở từ ngày 24/4/217 đến ngày 30/4/2017,2017-04-24T00:00:00,Thường,18
628765,"TB Kết luận của đồng chí Trần Văn Vĩnh - Phó Chủ tịch UBND tỉnh tại Hội nghị tổng kết công tác cải cách hành chính năm 2016, triển khai nhiệm vụ năm 2017.",2017-01-20T00:00:00,Thường,8
628766,"V/v phê duyệt kết quả thực hiện công tác xét cấp, đổi giấy chứng nhận quyền sử dụng đất, QSHNO và tài sản khác gắn liến với đất và xây dựng cơ sở dữ liệu địa chính cho các thửa đất đã đăng ký nhưng chưa được cấp giấy, thực hiện cho 07 xã: Xuân Tây, Thừa Đức, Sông Ray, Lâm San, Sông Nhạn, Bảo Bình và Xuân Bảo, huyện Cẩm Mỹ, tỉnh Đồng Nai.",2016-12-30T00:00:00,Thường,16
905800,Triển khai quyết định số 1889/QĐ-UBND ngày 08/6/2017 của UBND tỉnh,2017-06-20T00:00:00,Thường,8
628767,"V/v thời hiệu văn bản thỏa thuận địa điểm đầu tư dự án nhà văn phòng, sân phơi, nhà sàng lựa hạt giống, kho lạnh, phòng thí nghiệm tại xã An Phước, huyện Long Thành.",2017-01-23T00:00:00,Thường,8
628768,"V/v phê duyệt kết quả thực hiện công tác xét cấp, đổi giấy chứng nhận quyền sử dụng đất, QSHNO và tài sản khác gắn liến với đất và xây dựng cơ sở dữ liệu địa chính cho các thửa đất đã đăng ký nhưng chưa được cấp giấy, thực hiện cho 06 xã: Tây Hòa, Hưng Thịnh...  huyện Trảng Bom, tỉnh Đồng Nai.",2016-12-30T00:00:00,Thường,16
628769,"V/v phê duyệt kết quả thực hiện thủ tục đăng ký thế chấp QSDĐ, tài sản gắn liên với đất trên địa bàn tỉnh Đồng Nai năm 2016 cho các cá nhân, hộ gia đình, tổ chức trong nước, người VN định cư ở nước ngoài, ..",2016-12-30T00:00:00,Thường,16
628770,"V/v phê duyệt kết quả thực hiện công tác xét cấp, đổi giấy chứng nhận quyền sử dụng đất, QSHNO và tài sản khác gắn liến với đất và xây dựng cơ sở dữ liệu địa chính cho các thửa đất đã đăng ký nhưng chưa được cấp giấy, thực hiện cho 11 xã: Xuân Phú, Xuân Bắc ...  huyện Xuân Lộc, tỉnh Đồng Nai.",2016-12-30T00:00:00,Thường,16
628933,V/v kiện toàn Văn phòng Điều phối nông thôn mới các cáp trên địa bản tỉnh Đồn Nai theo Quyết định số 1920/QĐ-TTg ngày 05/10/2016 của TTCP,2017-01-19T00:00:00,Thường,8
628934,Đơn kiến nghị xin nhận lại trường tiểu học cũ và khu vực giếng nước..,2017-01-20T00:00:00,Thường,29
628935,Đơn xin lùi thời gian của giấy phép tận thu khoáng sản,2017-01-20T00:00:00,Thường,29
628936,Đơn tường trình xin xây dựng nhà ở.,2017-01-20T00:00:00,Thường,29
628937,Đơn xin gia hạn thời gian cải tạo mặt bằng tận thu..,2017-01-20T00:00:00,Thường,29
628938,"Báo cáo tình hình hs bồi thường, hỗ trợ bà Trương Ái Liễu..",2017-01-20T00:00:00,Thường,5
628939,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628940,Báo cáo khai thác nước dưới đất 2016,2017-01-20T00:00:00,Thường,5
628941,Báo cáo thu phạt toàn địa bàn,2017-01-20T00:00:00,Thường,5
628942,Báo cáo đánh giá kết quả thực hiện Nghị quyết 02-NQ/TU,2017-01-20T00:00:00,Thường,5
628943,Báo cáo kết quả họp tổ địa biểu đơn vị Cẩm Mỹ..,2017-01-20T00:00:00,Thường,5
628944,Báo cáo hiện trạng tái sử dụng nước thải,2017-01-20T00:00:00,Thường,5
628945,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628946,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628947,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628948,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628949,Báo cáo nghiệm thu hệ thống xử lý nước thải,2017-01-20T00:00:00,Thường,5
628950,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628951,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628952,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628953,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628954,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628955,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
629159,"Vv xử lý đơn của ông Huỳnh Văn Tiền , xã Phước Tân",2017-01-11T00:00:00,Thường,8
629160,"Xử phạt VPHC công ty TNHH MTV kỹ nghệ gỗ Gia Hưng Phát của ông Nguyễn Hữu Sản, phường Long Bình Tân",2017-01-12T00:00:00,Thường,16
629161,V/v triển khai Thông tư số197/2016/TT-BTC ngày 08/11/2016 của BTC,2017-01-12T00:00:00,Thường,8
629162,V/v đề nghị báo cáo tình hình triển khai bản cam kết với VCCI về tạo lập môi trường kinh doanh thuận lợi cho các doanh nghiệp,2017-01-13T00:00:00,Thường,8
629163,"V/v dự án Trường Cao đẳng Nghề Lê Quý Đôn tại P.Long Bình Tân, Tp.Biên Hòa",2017-01-09T00:00:00,Thường,8
629164,"V/v hồ sơ thỏa thuận lại địa điểm dự án KDC KP2, 3 P.Long Bình Tân, Tp.Biên Hòa của Cty Cp Miền Đông",2017-01-09T00:00:00,Thường,8
629165,"về việc nhắc nhở có ý kiến nội dung cấp Quyết định chủ trương đầu tư đối với dự án Trạm xăng dầu Tam Phước của Tổng công ty Tín Nghĩa tại xã Tam Phước, tp Biên Hòa",2017-01-13T00:00:00,Thường,8
629166,V/v góp ý kiến dự thảo thỏa thuận hợp tác phát triển KT-XH giữa Tp.HCM và tỉnh Đồng Nai giai đoạn 2016-2020,2017-01-13T00:00:00,Thường,8
629167,"Về việc lấy ý kiến hồ sơ đề nghị cấp giấy chứng nhận đăng ký đầu tư tại xã Tam Phước, thành phố Biên Hòa",2017-01-13T00:00:00,Thường,8
629168,"Về việc xin ý kiến cấp Quyết định chủ trương đầu tư đối với dự án nhà máy sản xuất thức ăn chăn nưôi - công ty CP Onefeed Việt Nam tại xã Tam Phước, tp Biên Hòa",2017-01-13T00:00:00,Thường,8
629169,V/v tham mưu giải quyết đề nghị chuyển mục dích sử dụng đất tròng lúa dự án mở rộng khu dân cư An Thuận 3,2017-01-12T00:00:00,Thường,8
628632,"Thẩm định giá danh mục tài sản phục vụ kế hoạch mua sắm thuộc nhiệm vụ ""Duy trì hoạt động hệ thống điều hành và tích hợp dữ liệu Tài nguyên và môi trường năm 2017""",2017-04-20T00:00:00,Thường,8
628633,BC tiến độ kết nối gửi nhận văn bản qua trục liên thông thử nghiệm,2017-04-17T00:00:00,Thường,8
628634,Chương trình bảo vệ môi trường tỉnh Đồng Nai năm 2017,2017-04-18T00:00:00,Thường,142
628635,V/v triển khai thực hiện Chỉ thị số 08/CT-TTg ngày 14/3/2017 của Thủ tướng Chính phủ.,2017-04-14T00:00:00,Thường,8
628636,"V/v kết nối, liên thông phần mềm quản lý văn bản",2017-04-17T00:00:00,Thường,8
628637,phối hợp cung cấp số liệu về mức độ sẵn sàne cho phát triển và ứng dụng CNTT-TT năm 2017 (VĂN BẢN GỬI ĐIỆN TỬ KHÔNG GỬI VĂN BẢN GIẤY),2017-04-14T00:00:00,Thường,8
628638,báo cáo tân suât các thủ tục hành chính đã triển khai thực hiện dịch vụ công trực tuyến mức độ 3 và 4 (VĂN BẢN ĐIỆN TỬ KHÔNG GỬI VĂN BẢN GIÂY),2017-04-14T00:00:00,Thường,8
628639,"V/v góp ý dự thảo đơn giá kiểm tra, nghiệm thu sản phẩm ứng dụng công nghệ thông tin tài nguyên môi trường",2017-04-12T00:00:00,Thường,8
628640,Triển khai thực hiện Thông tư số 49/2016/TT-BTNMT ngày 28/12/2016 của Bộ Tài nguyên và Môi trường,2017-04-18T00:00:00,Thường,8
628641,Báo cáo kết quả thực hiện công tác quản lý Tài nguyên và Môi trường (phụ vụ buổi làm việc của Lãnh đạo UBND tỉnh với sở Tài nguyên và Môi trường vào ngày 19/4/2017),2017-04-14T00:00:00,Thường,5
628642,Chấn chỉnh tình trạng xử lý văn bản trễ hạn,2017-04-18T00:00:00,Thường,8
628771,"V/v phê duyệt kết quả đo mới một phần bản đồ địa chính, đo chỉnh lý biến động; đăng ký đất đai, cấp Giấy chứng nhận QSDĐ, QSHNO và tài sản khắc gắn liền với đất và xây dựng cơ sở dữ liệu địa chính xã Lộc An, huyện Long Thành, tỉnh Đồng Nai.",2016-12-30T00:00:00,Thường,16
628772,"V/v phê duyệt kết quả cấp, đổi, cấp lại, cấp biến động GCNQSDĐất, QSHNO và tài sản gắn liền với đất trên địa bàn tỉnh Đồng Nai đối với hô sơ hộ gia đình, cá nhân nộp tại bộ phận tiếp nhận và trả kết quả của UBND cấp huyện năm 2016.",2016-12-30T00:00:00,Thường,16
628773,V/v xử phạt vi pham hành chính trong lĩnh vực bảo vệ môi trường đối với Công ty Cổ phần Chăn nuôi C.P Việt Nam.,2017-01-23T00:00:00,Thường,16
628774,"V/v địa điểm đầu tư hạ tầng Cụm công nghiệp Cơ khí ô tô Đô Thành tại xã Long Phước, huyện Long Thành.",2017-01-24T00:00:00,Thường,8
628775,"V/v xử lý nội dung đơn của ông Nguyễn Văn Sơn ngụ tại xã Núi Tượng, huyện Tân Phú.",2017-01-24T00:00:00,Thường,8
628776,"V/v xin ý kiến dự thảo Quyết định ban hành quy định về quản lý, sử dụng và thanh, quyết toán kinh phí bảo đảm trật tự an toàn giao thông trên địa bàn tỉnh Đồng Nai.",2017-01-23T00:00:00,Thường,8
628777,"V/v tham mưu xử lý phương án sử dụng đất đối với khu đất thuộc dự án xây dựng trung tâm văn hóa công nhân lao động tỉnh Đồng Nai tại phường Thống Nhất, Tp Biên Hòa.",2017-01-23T00:00:00,Thường,8
628778,"V/v khẩn trương cập nhật thời giá hiện hành, tính toán hoàn chỉnh Khung chính sách về bồi thường, hỗ trợ và tái định cư Dự án Cảng HKQT Long Thành, tỉnh Đồng Nai.",2017-01-23T00:00:00,Thường,8
628779,V/v công khai dự toán ngân sách nhà nước tỉnh Đồng Nai năm 2017.,2017-01-23T00:00:00,Thường,16
628957,Báo cáo  tình hình tái sử dụng nước,2017-01-20T00:00:00,Thường,5
628958,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628959,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628960,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628961,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628962,Báo cáo khai thác nước,2017-01-20T00:00:00,Thường,5
628963,Kiến nghị STNMT hỗ trợ ktra công tác BVMT công ty Cao su Hàng Gòn,2017-01-20T00:00:00,Thường,8
628964,Văn bản thẩm định phương án giá đất để tính tiền SDD cho công ty CP Phát triển nhà Bình Đa.,2017-01-20T00:00:00,Thường,8
628965,Thu hồi đất trường ĐH CN TPHCM,2017-01-20T00:00:00,Thường,8
628966,GCN Công nhận cơ sở tôn giáo  Chùa Linh Quang,2017-01-20T00:00:00,Thường,8
628967,"Xem xét, cấp GCNQSDD cho ông Lâm Thanh Long.",2017-01-20T00:00:00,Thường,8
628968,Hỗ trợ khó khăn trong việc mở rộng sản xuất kinh doanh,2017-01-20T00:00:00,Thường,8
628969,Báo cáo kết nối và truyền dữ liệu quan trắc tự động..,2017-01-20T00:00:00,Thường,8
628956,Báo cáo tình hình xả thải,2017-01-20T00:00:00,Thường,5
628970,Thông báo và cung cấp địa chỉ mail.,2017-01-20T00:00:00,Thường,8
628971,Xin gia hạn thời gian cải tạo mặt bằng tận thu vật liệu san lấp,2017-01-20T00:00:00,Thường,8
